"Collection Name","Field","Type","DB Constraints","Description","Validation"
"MiniAppMerchant","kyc_status","KYCStatus","NOT NULL","An enumeration indicating the KYC verification status of the merchant: PENDING, APPROVED, COMPLETE, or REJECTED, determining merchant account access.","None explicitly defined in DTO"
"MiniAppMerchant","kyc_representative_name","string","NOT NULL","The name of the merchant's authorized representative who completed the KYC verification process.","None explicitly defined in DTO"
"MiniAppMerchant","kyc_representative_email","string","NOT NULL","The email address of the merchant's authorized representative, used for KYC verification and communication.","None explicitly defined in DTO"
"MiniAppMerchant","kyc_representative_phone","string","NOT NULL","The phone number of the merchant's authorized representative, used for KYC verification and communication.","None explicitly defined in DTO"
"MiniAppMerchant","bank_account_number","string","NOT NULL","The bank account number where payments for this merchant's mini app transactions will be deposited, used for financial settlement.","None explicitly defined in DTO"
"MiniAppMerchant","branches","[]BranchInformation","NOT NULL","An array of branch information structures, each containing branch code, name, address, owner, and account number, defining the merchant's operational branches.","None explicitly defined in DTO"
"MiniAppMerchant","email","string","NOT NULL","The primary contact email address for the mini app merchant, used for communication and account management.","None explicitly defined in DTO"
"MiniAppMerchant","phone_number","string","NOT NULL","The primary contact phone number for the mini app merchant, used for communication and verification purposes.","None explicitly defined in DTO"
"MiniAppMerchant","enabled","bool","NOT NULL","Boolean flag indicating whether this mini app merchant is currently enabled and active in the system.","None explicitly defined in DTO"
"MiniAppMerchant","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this mini app merchant record has been marked for deletion.","None explicitly defined in DTO"
"MiniAppMerchant","created_at","time.Time","NOT NULL","Timestamp when this mini app merchant record was initially created in the system.","None explicitly defined in DTO"
"MiniAppMerchant","last_modified","time.Time","NOT NULL","Timestamp indicating the most recent modification to this mini app merchant record.","None explicitly defined in DTO"
"MiniAppMerchant","deleted_at","time.Time","NOT NULL","Timestamp indicating when this mini app merchant record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"NewsArticle","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each NewsArticle record.","None explicitly defined in DTO"
"NewsArticle","category_id","bson.ObjectID","NOT NULL, FK to NewsCategory.id","Foreign key reference to the NewsCategory record classifying this article, establishing the relationship between articles and their categories.","None explicitly defined in DTO"
"NewsArticle","title","string","NOT NULL","The title or headline of the news article, providing a concise summary of the article content displayed to users.","None explicitly defined in DTO"
"NewsArticle","content","string","NOT NULL","The full text content of the news article, containing the complete article body and detailed information.","None explicitly defined in DTO"
"NewsArticle","tags","[]bson.ObjectID","NOT NULL, FK to NewsTag.id","An array of NewsTag ObjectIDs associated with this article, used for categorization and search functionality.","None explicitly defined in DTO"
"NewsArticle","author","string","NOT NULL","The name or identifier of the author who wrote this news article, used for attribution and content management.","None explicitly defined in DTO"
"NewsArticle","thumbnail","string","NOT NULL","The file path or URL reference to the thumbnail image for this article, used for visual representation in article listings.","None explicitly defined in DTO"
"NewsArticle","thumbnail_alt_text","string","NOT NULL","Alternative text description for the thumbnail image, used for accessibility and SEO purposes.","None explicitly defined in DTO"
"NewsArticle","is_published","bool","NOT NULL","Boolean flag indicating whether this article is currently published and visible to users in the application interface.","None explicitly defined in DTO"
"NewsArticle","published_at","*time.Time","nullable","Timestamp indicating when this article was published, marking when it became visible to users.","None explicitly defined in DTO"
"NewsArticle","views","int","NOT NULL","A counter tracking the number of times this article has been viewed by users, used for analytics and popularity metrics.","None explicitly defined in DTO"
"NewsArticle","copy_link_counter","int","NOT NULL","A counter tracking the number of times users have copied the link to this article, used for engagement analytics.","None explicitly defined in DTO"
"NewsArticle","slug","string","NOT NULL","A URL-friendly identifier for the article, typically derived from the title for use in web interfaces and SEO.","None explicitly defined in DTO"
"NewsArticle","created_at","time.Time","NOT NULL","Timestamp when this news article record was initially created in the system.","None explicitly defined in DTO"
"NewsArticle","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this news article record.","None explicitly defined in DTO"
"NewsArticle","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this news article record has been marked for deletion.","None explicitly defined in DTO"
"NewsArticle","deleted_at","*time.Time","nullable","Timestamp indicating when this news article record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"NewsCategory","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each NewsCategory record.","None explicitly defined in DTO"
"NewsCategory","category_name","string","NOT NULL","The human-readable name of the news category, such as 'Business', 'Technology', or 'Sports', used for organizing news articles.","None explicitly defined in DTO"
"NewsCategory","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this news category record has been marked for deletion.","None explicitly defined in DTO"
"NewsCategory","created_at","time.Time","nullable","Timestamp when this news category record was initially created in the system.","None explicitly defined in DTO"
"NewsCategory","deleted_at","time.Time","nullable","Timestamp indicating when this news category record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"NewsCategory","last_modified_at","time.Time","nullable","Timestamp indicating the most recent modification to this news category record.","None explicitly defined in DTO"
"NewsTag","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each NewsTag record.","None explicitly defined in DTO"
"NewsTag","tag_name","string","NOT NULL","The human-readable name of the news tag, used for categorizing and searching news articles by specific topics or themes.","None explicitly defined in DTO"
"NewsTag","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this news tag record has been marked for deletion.","None explicitly defined in DTO"
"NewsTag","created_at","time.Time","nullable","Timestamp when this news tag record was initially created in the system.","None explicitly defined in DTO"
"NewsTag","deleted_at","time.Time","nullable","Timestamp indicating when this news tag record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"NewsTag","last_modified_at","time.Time","nullable","Timestamp indicating the most recent modification to this news tag record.","None explicitly defined in DTO"
"Notification","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each Notification record.","None explicitly defined in DTO"
"Notification","title","string","NOT NULL","The title or headline of the notification, providing a concise summary of the notification content displayed to users.","None explicitly defined in DTO"
"Notification","notification_type","string","NOT NULL","The type or category of the notification, such as 'ALERT', 'INFO', 'WARNING', or 'SUCCESS', determining the notification's visual style and priority.","None explicitly defined in DTO"
"Notification","notification_body","string","NOT NULL","The main content or message body of the notification, containing the detailed information to be communicated to users.","None explicitly defined in DTO"
"Notification","is_public","bool","NOT NULL","Boolean flag indicating whether this notification is public and visible to all users, or private and targeted to specific users.","None explicitly defined in DTO"
"Notification","for","constants.NotificationFor","NOT NULL","An enumeration indicating the target audience for this notification, such as ALL_USERS, CPS_USERS, or BPS_USERS, determining notification visibility.","None explicitly defined in DTO"
"Notification","created_by","string","NOT NULL","The identifier of the user or system that created this notification, used for audit and accountability purposes.","None explicitly defined in DTO"
"Notification","notification_parts","any","NOT NULL","A flexible field storing additional notification components or structured data, such as action buttons, links, or metadata, used for rich notification content.","None explicitly defined in DTO"
"Notification","seen","bool","NOT NULL","Boolean flag indicating whether this notification has been viewed or read by the recipient user, used for unread notification tracking.","None explicitly defined in DTO"
"Notification","enabled","bool","NOT NULL","Boolean flag indicating whether this notification is currently enabled and active in the system.","None explicitly defined in DTO"
"Notification","status","constants.NotificationStatus","NOT NULL","An enumeration indicating the current status of the notification, such as DRAFT, SENT, or CANCELLED, determining notification lifecycle state.","None explicitly defined in DTO"
"Notification","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this notification record has been marked for deletion.","None explicitly defined in DTO"
"Notification","created_at","time.Time","NOT NULL","Timestamp when this notification record was initially created in the system.","None explicitly defined in DTO"
"Notification","last_modified","time.Time","NOT NULL","Timestamp indicating the most recent modification to this notification record.","None explicitly defined in DTO"
"Notification","deleted_at","time.Time","NOT NULL","Timestamp indicating when this notification record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"OTP","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each OTP record.","None explicitly defined in DTO"
"OTP","phone_number","string","NOT NULL","The phone number to which this OTP was sent, used for OTP delivery and verification purposes.","None explicitly defined in DTO"
"OTP","full_name","string","NOT NULL","The full name of the user requesting the OTP, used for identification and verification purposes.","None explicitly defined in DTO"
"OTP","user_realm","constants.Realm","NOT NULL","An enumeration indicating the organizational realm of the user requesting the OTP, such as ELST, BANK, or MEMBER.","None explicitly defined in DTO"
"OTP","email","string","NOT NULL","The email address of the user requesting the OTP, used for identification and verification purposes.","None explicitly defined in DTO"
"OTP","user_code","string","NOT NULL","The unique user code of the user requesting the OTP, used for identification and verification purposes.","None explicitly defined in DTO"
"OTP","otp_code","string","NOT NULL","The one-time password code generated for this OTP request, typically a 6-digit numeric code used for authentication.","None explicitly defined in DTO"
"OTP","bill_no","*string","nullable","An optional bill number associated with this OTP request, used for bill payment verification scenarios.","None explicitly defined in DTO"
"OTP","device_uuid","*string","nullable","The unique device identifier (UUID) associated with this OTP request, used for device-based authentication and security.","None explicitly defined in DTO"
"OTP","otp_for","constants.OTPFor","NOT NULL","An enumeration indicating the purpose of this OTP, such as LOGIN, PIN_SET, PIN_RESET, TRANSFER, or ACCOUNT_LINK, determining OTP usage context.","None explicitly defined in DTO"
"OTP","status","constants.OTPStatus","NOT NULL","An enumeration indicating the current status of the OTP, such as PENDING, VERIFIED, EXPIRED, or FAILED, tracking OTP lifecycle.","None explicitly defined in DTO"
"OTP","expires_at","time.Time","NOT NULL","Timestamp indicating when this OTP will expire and become invalid, typically set to 3 minutes after creation for security purposes.","None explicitly defined in DTO"
"OTP","created_at","time.Time","NOT NULL","Timestamp when this OTP record was initially created in the system.","None explicitly defined in DTO"
"OTP","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this OTP record has been marked for deletion.","None explicitly defined in DTO"
"PasswordRule","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each PasswordRule record.","None explicitly defined in DTO"
"PasswordRule","name","string","NOT NULL","The name or identifier of this password rule, such as 'Standard Password Policy' or 'Strong Password Policy', used for rule identification.","None explicitly defined in DTO"
"PasswordRule","min_length","int","NOT NULL","The minimum number of characters required for passwords conforming to this rule, enforcing password length requirements.","None explicitly defined in DTO"
"PasswordRule","max_length","int","NOT NULL","The maximum number of characters allowed for passwords conforming to this rule, enforcing password length limits.","None explicitly defined in DTO"
"PasswordRule","numbers","bool","NOT NULL","Boolean flag indicating whether passwords must contain at least one numeric digit (0-9) to conform to this rule.","None explicitly defined in DTO"
"PasswordRule","capital_letters","bool","NOT NULL","Boolean flag indicating whether passwords must contain at least one uppercase letter (A-Z) to conform to this rule.","None explicitly defined in DTO"
"PasswordRule","small_letters","bool","NOT NULL","Boolean flag indicating whether passwords must contain at least one lowercase letter (a-z) to conform to this rule.","None explicitly defined in DTO"
"PasswordRule","characters","bool","NOT NULL","Boolean flag indicating whether passwords must contain at least one special character (!@#$%^&* etc.) to conform to this rule.","None explicitly defined in DTO"
"PasswordRule","created_at","time.Time","NOT NULL","Timestamp when this password rule record was initially created in the system.","None explicitly defined in DTO"
"Permission","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each Permission record.","None explicitly defined in DTO"
"Permission","permission_name","string","NOT NULL","The name of the permission, such as 'CREATE_USER', 'DELETE_ACCOUNT', or 'VIEW_REPORTS', defining a specific access right or capability.","None explicitly defined in DTO"
"Permission","created_at","time.Time","nullable","Timestamp when this permission record was initially created in the system.","None explicitly defined in DTO"
"PermissionCategory","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each PermissionCategory record.","None explicitly defined in DTO"
"PermissionCategory","category_name","string","nullable","The name of the permission category, such as 'User Management', 'Account Management', or 'Reporting', used for organizing permissions into logical groups.","None explicitly defined in DTO"
"PermissionCategory","access","string","NOT NULL","The access level or type for this permission category, defining the scope or nature of permissions within this category.","None explicitly defined in DTO"
"PermissionCategory","permissions","interface{}","NOT NULL","A flexible field storing permission information, typically an array of permission ObjectIDs or permission structures, defining which permissions belong to this category.","None explicitly defined in DTO"
"PermissionCategory","enabled","bool","nullable","Boolean flag indicating whether this permission category is currently enabled and active in the system.","None explicitly defined in DTO"
"PermissionCategory","is_deleted","bool","nullable","Soft delete flag indicating whether this permission category record has been marked for deletion.","None explicitly defined in DTO"
"PermissionCategory","created_at","time.Time","nullable","Timestamp when this permission category record was initially created in the system.","None explicitly defined in DTO"
"PermissionCategory","updated_at","time.Time","nullable","Timestamp indicating the most recent modification to this permission category record.","None explicitly defined in DTO"
"PermissionGroup","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each PermissionGroup record.","None explicitly defined in DTO"
"PermissionGroup","group_name","string","nullable","The name of the permission group, such as 'Administrators', 'Operators', or 'Viewers', used for organizing users by their access levels.","None explicitly defined in DTO"
"PermissionGroup","permissions","interface{}","nullable","A flexible field storing permission information, typically an array of permission ObjectIDs or permission structures, defining which permissions are included in this group.","None explicitly defined in DTO"
"PermissionGroup","permission_category","interface{}","nullable","A flexible field storing permission category information, typically an array of permission category ObjectIDs, defining which permission categories are included in this group.","None explicitly defined in DTO"
"PermissionGroup","role","string","nullable","The role associated with this permission group, such as 'MAKER', 'CHECKER', or 'ADMIN', determining the group's functional role in the system.","None explicitly defined in DTO"
"PermissionGroup","realm","string","nullable","An enumeration indicating the organizational realm for this permission group, such as ELST, BANK, or DISTRICT, determining group scope.","None explicitly defined in DTO"
"PermissionGroup","enabled","bool","nullable","Boolean flag indicating whether this permission group is currently enabled and active in the system.","None explicitly defined in DTO"
"PermissionGroup","is_deleted","bool","nullable","Soft delete flag indicating whether this permission group record has been marked for deletion.","None explicitly defined in DTO"
"PermissionGroup","created_at","time.Time","nullable","Timestamp when this permission group record was initially created in the system.","None explicitly defined in DTO"
"PermissionGroup","last_modified","time.Time","nullable","Timestamp indicating the most recent modification to this permission group record.","None explicitly defined in DTO"
"PinResetSession","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each PinResetSession record.","None explicitly defined in DTO"
"PinResetSession","user_id","string","NOT NULL, FK to User.id","Foreign key reference to the User record requesting the PIN reset, establishing the relationship between users and their PIN reset sessions.","None explicitly defined in DTO"
"PinResetSession","phone_number","string","NOT NULL","The phone number of the user requesting the PIN reset, used for verification and OTP delivery.","None explicitly defined in DTO"
"PinResetSession","device_uuid","string","NOT NULL","The unique device identifier (UUID) of the device from which the PIN reset is being requested, used for device-based security verification.","None explicitly defined in DTO"
"PinResetSession","expires_at","time.Time","NOT NULL","Timestamp indicating when this PIN reset session will expire and become invalid, enforcing time-limited reset windows for security.","None explicitly defined in DTO"
"PinResetSession","created_at","time.Time","NOT NULL","Timestamp when this PIN reset session record was initially created in the system.","None explicitly defined in DTO"
"PinResetSession","attempts","int","NOT NULL","A counter tracking the number of PIN reset attempts made in this session, used for rate limiting and security policy enforcement.","None explicitly defined in DTO"
"PinResetSession","max_attempts","int","NOT NULL","The maximum number of PIN reset attempts allowed in this session before the session is locked, enforcing security limits.","None explicitly defined in DTO"
"PinResetSession","otp","string","NOT NULL","The one-time password code generated for this PIN reset session, used for verification before allowing PIN reset.","None explicitly defined in DTO"
"PinResetSession","otp_for","string","NOT NULL","The purpose identifier for this OTP, typically 'PIN_RESET', indicating that this OTP is specifically for PIN reset verification.","None explicitly defined in DTO"
"PinResetSession","verified_at","*time.Time","nullable","Timestamp indicating when the OTP for this PIN reset session was successfully verified, marking the verification step completion.","None explicitly defined in DTO"
"PinResetSession","completed_at","*time.Time","nullable","Timestamp indicating when the PIN reset process was completed, marking the successful completion of the reset workflow.","None explicitly defined in DTO"
"PinResetSession","enabled","bool","NOT NULL","Boolean flag indicating whether this PIN reset session is currently enabled and active.","None explicitly defined in DTO"
"PinResetSession","access_restricted","bool","NOT NULL","Boolean flag indicating whether access has been restricted for this PIN reset session, typically due to security concerns or policy violations.","None explicitly defined in DTO"
"PinResetSession","status","string","NOT NULL","The current status of this PIN reset session, such as PENDING, VERIFIED, COMPLETED, or EXPIRED, tracking the session lifecycle.","None explicitly defined in DTO"
"PinResetSession","restrictions","[]string","NOT NULL","An array of restriction identifiers or descriptions applied to this PIN reset session, providing details on any access limitations.","None explicitly defined in DTO"
"PinResetSession","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this PIN reset session record has been marked for deletion.","None explicitly defined in DTO"
"ProductCode","id","string","PK","The primary key serving as a unique identifier for each ProductCode record, typically a string-based identifier.","None explicitly defined in DTO"
"ProductCode","service_name","string","NOT NULL","The name of the service or product associated with these product codes, providing human-readable identification for the service.","required, length(2-100 characters)"
"ProductCode","cbe_product_codes","ProductCodes","NOT NULL","A structure containing CBE (Commercial Bank of Ethiopia) product codes including PRD, VATPRD, SFPRD, and TRXN codes, used for CBE transaction processing.","required if provided, no special characters for each code"
"ProductCode","cbe_ifb_product_codes","ProductCodes","NOT NULL","A structure containing CBE IFB (Interest-Free Banking) product codes including PRD, VATPRD, SFPRD, and TRXN codes, used for IFB transaction processing.","required if provided, no special characters for each code"
"ProductCode","created_at","time.Time","NOT NULL","Timestamp when this product code record was initially created in the system.","None explicitly defined in DTO"
"ProductCode","last_modified_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this product code record.","None explicitly defined in DTO"
"ProductCode","cbe_product_codes_prd","string","NOT NULL","The PRD (Product) code for CBE transactions, used for identifying the product type in core banking system transactions.","no special characters"
"ProductCode","cbe_product_codes_vatprd","string","NOT NULL","The VATPRD (VAT Product) code for CBE transactions, used for VAT calculation and reporting in core banking system transactions.","no special characters"
"ProductCode","cbe_product_codes_sfprd","string","NOT NULL","The SFPRD (Service Fee Product) code for CBE transactions, used for service fee calculation and reporting in core banking system transactions.","no special characters"
"ProductCode","cbe_product_codes_trxn","string","NOT NULL","The TRXN (Transaction) code for CBE transactions, used for transaction type identification in core banking system transactions.","no special characters"
"ProductCode","cbe_ifb_product_codes_prd","string","NOT NULL","The PRD (Product) code for CBE IFB transactions, used for identifying the product type in interest-free banking transactions.","no special characters"
"ProductCode","cbe_ifb_product_codes_vatprd","string","NOT NULL","The VATPRD (VAT Product) code for CBE IFB transactions, used for VAT calculation and reporting in interest-free banking transactions.","no special characters"
"ProductCode","cbe_ifb_product_codes_sfprd","string","NOT NULL","The SFPRD (Service Fee Product) code for CBE IFB transactions, used for service fee calculation and reporting in interest-free banking transactions.","no special characters"
"ProductCode","cbe_ifb_product_codes_trxn","string","NOT NULL","The TRXN (Transaction) code for CBE IFB transactions, used for transaction type identification in interest-free banking transactions.","no special characters"
"ServiceDetails","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each ServiceDetails record.","None explicitly defined in DTO"
"ServiceDetails","service_code","string","NOT NULL","A unique code identifier for this service, used for tracking and referencing specific service configurations.","None explicitly defined in DTO"
"ServiceDetails","service_name","string","NOT NULL","The human-readable name of the service, providing identification for the service configuration.","None explicitly defined in DTO"
"ServiceDetails","service_type","string","NOT NULL","The type or category of the service, classifying the service's functionality and purpose.","None explicitly defined in DTO"
"ServiceDetails","key","string","NOT NULL","A unique key identifier for this service configuration, used for internal referencing and service lookup.","None explicitly defined in DTO"
"ServiceDetails","cap","types.Cap","NOT NULL","A structure containing cap limits for this service including individual single cap, individual daily cap, corporate single cap, corporate daily cap, and minimum amount, defining transaction limits.","None explicitly defined in DTO"
"ServiceDetails","cbe_product_codes","types.ProductCodes","NOT NULL","A structure containing CBE product codes including PRD, VATPRD, SFPRD, and TRXN codes, used for CBE transaction processing.","None explicitly defined in DTO"
"ServiceDetails","cbe_ifb_product_codes","types.ProductCodes","NOT NULL","A structure containing CBE IFB product codes including PRD, VATPRD, SFPRD, and TRXN codes, used for IFB transaction processing.","None explicitly defined in DTO"
"ServiceDetails","above_amount","uint64","NOT NULL","The amount threshold above which a different service fee structure applies, used for tiered pricing calculations.","None explicitly defined in DTO"
"ServiceDetails","above_service_fee","uint64","NOT NULL","The service fee amount charged for transactions above the above_amount threshold, implementing tiered pricing.","None explicitly defined in DTO"
"ServiceDetails","payment_type","string","NOT NULL","The payment type or method for this service, such as 'DEBIT', 'CREDIT', or 'BOTH', determining payment processing rules.","None explicitly defined in DTO"
"ServiceDetails","tiers","[]types.Tier","NOT NULL","An array of tier structures, each containing minimum amount, maximum amount, and service fee, defining tiered pricing for this service.","None explicitly defined in DTO"
"ServiceDetails","cbe_gl_entry","types.GLEntry","NOT NULL","A structure containing General Ledger entry information for CBE transactions, including debit and credit account details for accounting purposes.","None explicitly defined in DTO"
"ServiceDetails","cbe_ifb_gl_entry","types.IFBglEntry","NOT NULL","A structure containing General Ledger entry information for CBE IFB transactions, including debit and credit account details for accounting purposes.","None explicitly defined in DTO"
"ServiceDetails","enabled","bool","NOT NULL","Boolean flag indicating whether this service is currently enabled and available for use in the application.","None explicitly defined in DTO"
"ServiceDetails","max_amount","uint64","NOT NULL","The maximum transaction amount allowed for this service, enforcing upper transaction limits.","None explicitly defined in DTO"
"ServiceDetails","min_amount","uint64","NOT NULL","The minimum transaction amount required for this service, enforcing lower transaction limits.","None explicitly defined in DTO"
"ServiceDetails","daily_cap_level_one","uint64","NOT NULL","The daily transaction cap limit for level one users of this service, enforcing daily spending limits.","None explicitly defined in DTO"
"ServiceDetails","min_amount_virtual","uint64","NOT NULL","The minimum transaction amount for virtual account transactions in this service, enforcing virtual account limits.","None explicitly defined in DTO"
"ServiceDetails","single_cap_level_one","uint64","NOT NULL","The single transaction cap limit for level one users of this service, enforcing per-transaction spending limits.","None explicitly defined in DTO"
"ServiceDetails","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this service details record has been marked for deletion.","None explicitly defined in DTO"
"ServiceDetails","created_at","time.Time","NOT NULL","Timestamp when this service details record was initially created in the system.","None explicitly defined in DTO"
"ServiceDetails","last_modified_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this service details record.","None explicitly defined in DTO"
"ServiceDetails","deleted_at","time.Time","NOT NULL","Timestamp indicating when this service details record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"SitotaTransaction","id","string","PK","The primary key serving as a unique identifier for each SitotaTransaction record, typically a string-based transaction ID.","None explicitly defined in DTO"
"SitotaTransaction","sender_name","string","NOT NULL","The full name of the sender initiating this Sitota transaction, used for transaction identification and verification.","None explicitly defined in DTO"
"SitotaTransaction","sender_account_number","string","NOT NULL","The bank account number of the sender, used for debiting funds from the sender's account.","None explicitly defined in DTO"
"SitotaTransaction","sender_phone_number","string","NOT NULL","The phone number of the sender, used for communication and transaction verification.","None explicitly defined in DTO"
"SitotaTransaction","recipient_name","string","NOT NULL","The full name of the recipient receiving this Sitota transaction, used for transaction identification and verification.","None explicitly defined in DTO"
"SitotaTransaction","recipient_account_number","string","NOT NULL","The bank account number of the recipient, used for crediting funds to the recipient's account.","None explicitly defined in DTO"
"SitotaTransaction","recipient_phone_number","string","NOT NULL","The phone number of the recipient, used for communication and transaction verification.","None explicitly defined in DTO"
"SitotaTransaction","sitota_amount","float64","NOT NULL","The transaction amount in Sitota currency, representing the monetary value being transferred in this transaction.","None explicitly defined in DTO"
"SitotaTransaction","gl_account_number","string","NOT NULL","The General Ledger account number associated with this transaction, used for accounting and financial reporting purposes.","None explicitly defined in DTO"
"SitotaTransaction","status","string","NOT NULL","The current status of this Sitota transaction, such as PENDING, COMPLETED, FAILED, or CANCELLED, tracking transaction lifecycle.","None explicitly defined in DTO"
"SitotaTransaction","claimed_at","*time.Time","nullable","Timestamp indicating when this Sitota transaction was claimed by the recipient, marking the completion of the transaction.","None explicitly defined in DTO"
"SitotaTransaction","created_at","time.Time","NOT NULL","Timestamp when this Sitota transaction record was initially created in the system.","None explicitly defined in DTO"
"SitotaTransaction","updated_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this Sitota transaction record.","None explicitly defined in DTO"
"SitotaTransaction","deleted_at","*time.Time","nullable","Timestamp indicating when this Sitota transaction record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"Topup","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each Topup record.","None explicitly defined in DTO"
"Topup","name","string","NOT NULL","The name of the top-up service provider, such as 'Ethio Telecom' or 'M-Pesa', providing identification for the top-up service.","None explicitly defined in DTO"
"Topup","code","string","NOT NULL","A unique code identifier for this top-up service, used for tracking and referencing specific top-up providers.","None explicitly defined in DTO"
"Topup","avatar","string","NOT NULL","The file path or URL reference to the avatar or logo image for this top-up service, used for visual identification in the user interface.","None explicitly defined in DTO"
"Topup","enabled","bool","NOT NULL","Boolean flag indicating whether this top-up service is currently enabled and available for use in the application.","None explicitly defined in DTO"
"Topup","services","types.Services","NOT NULL","A structure containing service configuration information for this top-up provider, including service codes and settings.","None explicitly defined in DTO"
"Topup","is_deleted","bool","NOT NULL","Soft delete flag indicating whether this top-up record has been marked for deletion.","None explicitly defined in DTO"
"Topup","created_at","time.Time","NOT NULL","Timestamp when this top-up record was initially created in the system.","None explicitly defined in DTO"
"Topup","last_modified_at","time.Time","NOT NULL","Timestamp indicating the most recent modification to this top-up record.","None explicitly defined in DTO"
"Topup","deleted_at","time.Time","NOT NULL","Timestamp indicating when this top-up record was soft-deleted, providing an audit trail for data lifecycle management.","None explicitly defined in DTO"
"User","id","bson.ObjectID","PK, auto-generated","The primary key serving as a unique, auto-generated MongoDB ObjectID identifier for each User record.","None explicitly defined in DTO"
"User","user_code","string","nullable","A unique alphanumeric code assigned to the user for identification purposes within the system.","None explicitly defined in DTO"
"User","full_name","string","nullable","The complete legal name of the user, including first name, middle name, and last name.","None explicitly defined in DTO"
"User","mother_name","string","nullable","The full name of the user's mother, used for identity verification and KYC purposes.","None explicitly defined in DTO"
"User","nationality","string","nullable","The nationality of the user, typically represented as a two-letter ISO country code or full country name.","None explicitly defined in DTO"
"User","birth_date","time.Time","nullable","The date of birth of the user, used for age verification and identity confirmation.","None explicitly defined in DTO"
"User","branch_name","string","nullable","The name of the bank branch associated with this user, providing branch-level identification.","None explicitly defined in DTO"
"User","district_name","string","nullable","The name of the district where this user is located, providing geographical context for organizational hierarchy.","None explicitly defined in DTO"
"User","branch_code","string","nullable","The unique code identifying the bank branch associated with this user, used for branch-level operations and reporting.","None explicitly defined in DTO"
"User","district_code","string","nullable","The unique code identifying the district where this user is located, used for geographical organization and reporting.","None explicitly defined in DTO"
"User","residential_status","string","nullable","The residential status of the user, such as 'RESIDENT' or 'NON_RESIDENT', used for regulatory compliance and reporting.","None explicitly defined in DTO"
"User","issued_date","time.Time","nullable","The date when the user's identification document was issued, used for identity verification and KYC purposes.","None explicitly defined in DTO"
"User","phone_number","string","nullable","The primary contact phone number for the user, used for communication, authentication, and OTP delivery.","None explicitly defined in DTO"
"User","gender","constants.Gender","nullable","An enumeration indicating the gender classification of the user: MALE or FEMALE, used for demographic reporting.","None explicitly defined in DTO"
"User","profile_theme_type","string","nullable","The theme type preference for the user's profile display, such as 'LIGHT' or 'DARK', used for UI customization.","None explicitly defined in DTO"
"User","fayda_id_number","string","nullable","The Fayda (National ID) number of the user, used for identity verification and KYC purposes in the Ethiopian national identification system.","None explicitly defined in DTO"
"User","fayda_access_token","string","nullable","The access token obtained from the Fayda system for this user, used for API authentication and identity verification.","None explicitly defined in DTO"
"User","fayda_employment_status","string","nullable","The employment status of the user as recorded in the Fayda system, such as 'EMPLOYED', 'UNEMPLOYED', or 'SELF_EMPLOYED'.","None explicitly defined in DTO"
"User","fayda_employer_name","string","nullable","The name of the user's employer as recorded in the Fayda system, used for employment verification.","None explicitly defined in DTO"
